,id,Id. Piquete,Piquete,Área,Cultivar,Módulo,Produção planejada,Tx. Ac mês,Estoque,Oferta mês,GM,Nome GM,Tipo,Dias,Ordem,Piq. atual,Último pastejo,Dias Ciclo,Centro,Cod. Fazenda,Fazenda,Dias descanso,Meta fazenda,Meta GM,geometry,lat,lon,,,,,,,,,
163,166,20117705,705,9.60,Mombaça,7,201 | 20t | 2022,15.02,"1,587.38","7,328.38",8,"Lote 37, 36",Oferta,4,8,0,1969-12-31 21:00:45,15.72,"-20.9464996, -53.0739921",201,Mateira,11.00,"1,936.12","3,099.28",POINT (-53.0739921 -20.9464996),-20.95,-53.07,,,
164,167,20117706,706,10.10,Mombaça,7,201 | 20t | 2022,15.02,"2,516.61","10,709.70",8,"Lote 37, 36",Oferta,6,12,1,1969-12-31 21:00:45,2.74,"-20.9463211, -53.0717591",201,Mateira,1.00,"2,977.12","5,155.11",POINT (-53.0717591 -20.9463211),-20.95,-53.07,,,
165,168,20117707,707,9.50,Mombaça,7,201 | 20t | 2022,15.02,"2,094.74","8,792.55",8,"Lote 37, 36",Oferta,5,4,0,1969-12-31 21:00:45,24.46,"-20.9459731, -53.0694943",201,Mateira,20.00,"2,630.12","4,127.19",POINT (-53.0694943 -20.9459731),-20.95,-53.07,,,
166,169,20117708,708,9.60,Mombaça,7,201 | 20t | 2022,15.02,"2,214.63","9,252.95",8,"Lote 37, 36",Oferta,5,7,0,1969-12-31 21:00:45,19.20,"-20.945567, -53.067158",201,Mateira,16.00,"2,687.95","4,384.17",POINT (-53.067158 -20.945567),-20.95,-53.07,,,
167,170,20117709,709,9.80,Mombaça,7,201 | 20t | 2022,15.02,"1,646.19","7,665.26",8,"Lote 37, 36",Oferta,4,1,0,1969-12-31 21:00:45,42.17,"-20.9451917, -53.0646577",201,Mateira,37.00,"1,993.95","3,356.26",POINT (-53.0646577 -20.9451917),-20.95,-53.06,,,
168,171,20117710,710,9.40,Mombaça,7,201 | 20t | 2022,15.02,"3,013.48","11,460.21",8,"Lote 37, 36",Oferta,6,2,0,1969-12-31 21:00:45,30.73,"-20.949148, -53.065999",201,Mateira,27.00,"3,208.45","5,669.07",POINT (-53.065999 -20.949148),-20.95,-53.07,,,
169,172,20117711,711,8.80,Mombaça,7,201 | 20t | 2022,15.02,"2,367.89","8,912.93",8,"Lote 37, 36",Oferta,5,5,0,1969-12-31 21:00:45,21.20,"-20.9495774, -53.0679737",201,Mateira,18.00,"2,861.45","4,641.15",POINT (-53.0679737 -20.9495774),-20.95,-53.07,,,
170,173,20117712,712,9.10,Mombaça,7,201 | 20t | 2022,15.02,"2,760.30","10,358.10",8,"Lote 37, 36",Oferta,6,3,0,1969-12-31 21:00:45,28.60,"-20.9500212, -53.0699346",201,Mateira,25.00,"3,150.62","5,412.09",POINT (-53.0699346 -20.9500212),-20.95,-53.07,,,
171,174,20117713,713,9.30,Mombaça,7,201 | 20t | 2022,15.02,"3,181.90","11,838.90",8,"Lote 37, 36",Oferta,6,11,0,1969-12-31 21:00:45,4.23,"-20.9504241, -53.0719863",201,Mateira,3.00,"3,266.29","5,926.05",POINT (-53.0719863 -20.9504241),-20.95,-53.07,,,
172,175,201178A,8A,6.10,Decumbens,7,201 | 8t | 2022,5.59,"1,575.84","3,653.43",,,Pulmão,,Pulmão,0,00:00:00,"44,887.00","-20.9532, -53.071749",201,Mateira,"44,887.00","1,878.29",0,POINT (-53.071749 -20.9532),-20.95,-53.07,,,
173,176,201178B,8B,6.80,Decumbens,7,201 | 8t | 2022,5.59,"1,571.49","4,063.23",,,Pulmão,,Pulmão,0,00:00:00,"44,887.00","-20.9525132, -53.0681547",201,Mateira,"44,887.00","1,820.45",0,POINT (-53.0681547 -20.9525132),-20.95,-53.07,,,
174,177,301144A1,4A1,14.12,Mombaça,4,301 | 10t | 2022,7.53,875.54,"5,764.61",,,,,,0,1969-12-31 21:00:45,89.54,"-20.280623890511702 , -53.781765058734685",301,Cachoeirinha,86.00,"2,614.74",0,POINT (-53.781765058734685 -20.280623890511702),-20.28,-53.78,,,,,,
175,178,301144A2,4A2,20.28,Mombaça,4,301 | 10t | 2022,7.53,791.96,"7,737.51",,,,,,0,00:00:00,"44,887.00","-20.278089453197154 , -53.78215852365548",301,Cachoeirinha,"44,887.00","1,941.05",0,POINT (-53.78215852365548 -20.278089453197154),-20.28,-53.78,,,,
176,179,301144A3,4A3,16.26,Mombaça,4,301 | 10t | 2022,7.53,824.98,"6,375.76",,,,,,0,00:00:00,"44,887.00","-20.279354311543432 , -53.787617117486306",301,Cachoeirinha,"44,887.00","2,277.89",0,POINT (-53.787617117486306 -20.279354311543432),-20.28,-53.79,,,,
177,180,301144A4,4A4,16.95,Mombaça,4,301 | 10t | 2022,7.53,810.95,"6,568.04",,,,,,0,00:00:00,"44,887.00","-20.28219991331378 , -53.786953567683334",301,Cachoeirinha,"44,887.00","2,109.47",0,POINT (-53.786953567683334 -20.28219991331378),-20.28,-53.79,,,,
178,181,301144B1,4B1,16.14,Mombaça,4,301 | 10t | 2022,7.53,764.63,"6,016.94",,,,,,0,00:00:00,"44,887.00","-20.27528002143426 , -53.78078354048846",301,Cachoeirinha,"44,887.00","1,520",0,POINT (-53.78078354048846 -20.27528002143426),-20.28,-53.78,,,,
179,182,301144B2,4B2,16.24,Mombaça,4,301 | 10t | 2022,7.53,765.20,"6,058.23",,,,,,0,00:00:00,"44,887.00","-20.272704264344892 , -53.781229522394604",301,Cachoeirinha,"44,887.00","1,604.21",0,POINT (-53.781229522394604 -20.272704264344892),-20.27,-53.78,,,,
180,183,301144B3,4B3,15.65,Mombaça,4,301 | 10t | 2022,7.53,848.99,"6,256.85",,,,,,0,00:00:00,"44,887.00","-20.27381375157972 , -53.78629058727919",301,Cachoeirinha,"44,887.00","2,446.32",0,POINT (-53.78629058727919 -20.27381375157972),-20.27,-53.79,,,,
181,184,301144B4,4B4,15.86,Mombaça,4,301 | 10t | 2022,7.53,779.49,"5,987.80",,,,,,0,00:00:00,"44,887.00","-20.27645929572206 , -53.786481433634314",301,Cachoeirinha,"44,887.00","1,856.84",0,POINT (-53.786481433634314 -20.27645929572206),-20.28,-53.79,,,,
182,185,301144C1,4C1,13.26,Mombaça,4,301 | 10t | 2022,7.53,777.84,"4,999.22",,,,,,0,00:00:00,"44,887.00","-20.26983451557442 , -53.781039115483715",301,Cachoeirinha,"44,887.00","1,772.63",0,POINT (-53.781039115483715 -20.26983451557442),-20.27,-53.78,,,,
183,186,301144C2,4C2,13.45,Mombaça,4,301 | 10t | 2022,7.53,771.87,"5,044.27",,,,,,0,00:00:00,"44,887.00","-20.2668267533875 , -53.781680266137684",301,Cachoeirinha,"44,887.00","1,688.42",0,POINT (-53.781680266137684 -20.2668267533875),-20.27,-53.78,,,,
184,187,301144C3,4C3,12.52,Mombaça,4,301 | 10t | 2022,7.53,810.52,"4,850.44",,,,,,0,00:00:00,"44,887.00","-20.267842639523113 , -53.78522809924116",301,Cachoeirinha,"44,887.00","2,025.26",0,POINT (-53.78522809924116 -20.267842639523113),-20.27,-53.79,,,,
185,188,301144C4,4C4,13.06,Mombaça,4,301 | 10t | 2022,7.53,823.13,"5,112.41",,,,,,0,00:00:00,"44,887.00","-20.27063408693438 , -53.78520462280772",301,Cachoeirinha,"44,887.00","2,193.68",0,POINT (-53.78520462280772 -20.27063408693438),-20.27,-53.79,,,,
186,189,301144D1,4D1,13.93,Mombaça,4,301 | 10t | 2022,7.53,921.43,"5,891.65",,,,,,0,00:00:00,"44,887.00","-20.27591763775154 , -53.79113269420035",301,Cachoeirinha,"44,887.00","3,035.79",0,POINT (-53.79113269420035 -20.27591763775154),-20.28,-53.79,,,,
187,190,301144D2,4D2,13.84,Mombaça,4,301 | 10t | 2022,7.53,879.35,"5,666.64",,,,,,0,00:00:00,"44,887.00","-20.272561754922137 , -53.78919899973761",301,Cachoeirinha,"44,887.00","2,698.95",0,POINT (-53.78919899973761 -20.272561754922137),-20.27,-53.79,,,,
188,191,301144D3,4D3,12.81,Mombaça,4,301 | 10t | 2022,7.53,888.68,"5,283.61",,,,,,0,1969-12-31 21:00:45,70.21,"-20.271439730705495 , -53.791098718998114",301,Cachoeirinha,71.00,"2,783.16",0,POINT (-53.791098718998114 -20.271439730705495),-20.27,-53.79,,,,,,
189,192,301144D4,4D4,13.01,Mombaça,4,301 | 10t | 2022,7.53,926.05,"5,519.84",,,,,,0,00:00:00,"44,887.00","-20.275027542990617 , -53.79399890387029",301,Cachoeirinha,"44,887.00","3,120",0,POINT (-53.79399890387029 -20.275027542990617),-20.28,-53.79,,,,
190,193,3011440,40,13.29,Mombaça,4,301 | 10t | 2022,7.53,903.44,"5,545.83",,,,,,0,00:00:00,"44,887.00","-20.283345265976894 , -53.79132799727895",301,Cachoeirinha,"44,887.00","2,867.37",0,POINT (-53.79132799727895 -20.283345265976894),-20.28,-53.79,,,,
191,194,30114400,400,12.82,Mombaça,4,301 | 10t | 2022,7.53,857.29,"5,159.61",,,,,,0,00:00:00,"44,887.00","-20.279914109421277 , -53.7914327441705",301,Cachoeirinha,"44,887.00","2,530.53",0,POINT (-53.7914327441705 -20.279914109421277),-20.28,-53.79,,,,
192,195,301144000,4000,12.59,Mombaça,4,301 | 10t | 2022,7.53,843.64,"5,010.19",,,,,,0,00:00:00,"44,887.00","-20.279508870362278 , -53.794175678708974",301,Cachoeirinha,"44,887.00","2,362.11",0,POINT (-53.794175678708974 -20.279508870362278),-20.28,-53.79,,,,
193,196,3011440000,40000,11.73,Mombaça,4,301 | 10t | 2022,7.53,903.68,"4,892.58",,,,,,0,00:00:00,"44,887.00","-20.28392350964234 , -53.7943706356528",301,Cachoeirinha,"44,887.00","2,951.58",0,POINT (-53.7943706356528 -20.28392350964234),-20.28,-53.79,,,,
194,197,30211615PUL 1,15PUL 1,17.90,Mombaça,16,302 | 7t | 2022,4.86,903.68,"6,652.72",,,,,,0,00:00:00,"44,887.00","-20.112980, -53.875757",302,Seriema,"44,887.00","2,951.58",0,POINT (-53.875757 -20.11298),-20.11,-53.88,,,,
195,198,30211615PUL 2,15PUL 2,18.70,Mombaça,16,302 | 7t | 2022,4.86,903.68,"6,950.04",,,,,,0,00:00:00,"44,887.00","-20.114698, -53.870747",302,Seriema,"44,887.00","2,951.58",0,POINT (-53.870747 -20.114698),-20.11,-53.87,,,,
196,199,302116PV16-01,PV16-01,3.30,Mombaça,16,302 | 33t | 2022,20.38,"2,312.75","3,585.91","3,021",Lote 1,Oferta,0,3,0,1969-12-31 21:00:45,29.43,"-20.106418724677514 , -53.8794",302,Seriema,27.00,"2,493.77","2,848.55",POINT (-53.8794 -20.106418724677514),-20.11,-53.88,,,
197,200,302116PV16-02,PV16-02,2.90,Mombaça,16,302 | 33t | 2022,20.38,"3,204.39","3,977.70","3,021",Lote 1,Oferta,1,10,0,1969-12-31 21:00:45,12.51,"-20.10712743927501 , -53.87971",302,Seriema,11.00,"3,195.73","3,308.26",POINT (-53.87971 -20.10712743927501),-20.11,-53.88,,,
198,201,302116PV16-03,PV16-03,3,Mombaça,16,302 | 33t | 2022,20.38,"1,517.33","2,497.24","3,021",Lote 1,Oferta,0,7,0,1969-12-31 21:00:45,20.43,"-20.10772612602751 , -53.88012",302,Seriema,20.00,"1,947.80","2,235.60",POINT (-53.88012 -20.10772612602751),-20.11,-53.88,,,
199,202,302116PV16-04,PV16-04,3.60,Mombaça,16,302 | 33t | 2022,20.38,"1,105.81","2,523.19","3,021",Lote 1,Oferta,0,9,0,1969-12-31 21:00:45,13.31,"-20.10821693323362 , -53.88076",302,Seriema,13.00,"1,713.82","1,929.13",POINT (-53.88076 -20.10821693323362),-20.11,-53.88,,,
200,203,302116PV16-05,PV16-05,3.60,Mombaça,16,302 | 33t | 2022,20.38,834.08,"2,210.53","3,021",Lote 1,Oferta,0,1,0,1969-12-31 21:00:45,41.57,"-20.108586410377097 , -53.8815",302,Seriema,41.00,"1,635.82","1,775.89",POINT (-53.8815 -20.108586410377097),-20.11,-53.88,,,,
201,204,302116PV16-06,PV16-06,3.40,Mombaça,16,302 | 33t | 2022,20.38,"1,423.63","2,728.38","3,021",Lote 1,Oferta,0,8,0,1969-12-31 21:00:45,19.42,"-20.1086348045886 , -53.882469",302,Seriema,18.00,"1,869.81","2,082.37",POINT (-53.882469 -20.1086348045886),-20.11,-53.88,,,
202,205,302116PV16-07,PV16-07,3.40,Mombaça,16,302 | 33t | 2022,20.38,"3,218.72","4,679.07","3,021",Lote 1,Oferta,1,2,0,1969-12-31 21:00:45,33.50,"-20.108690265241854 , -53.8833",302,Seriema,33.00,"3,273.73","3,461.50",POINT (-53.8833 -20.108690265241854),-20.11,-53.88,,,
203,206,302116PV16-08,PV16-08,3.40,Mombaça,16,302 | 33t | 2022,20.38,"3,002.23","4,443.82","3,021",Lote 1,Oferta,1,11,0,1969-12-31 21:00:45,10.37,"-20.10846110901493 , -53.88417",302,Seriema,9.00,"3,039.74","3,155.03",POINT (-53.88417 -20.10846110901493),-20.11,-53.88,,,
204,207,302116PV16-09,PV16-09,3.70,Mombaça,16,302 | 33t | 2022,20.38,"2,036.56","3,693.95","3,021",Lote 1,Oferta,1,5,0,1969-12-31 21:00:45,26.47,"-20.1080880468226 , -53.884983",302,Seriema,23.00,"2,259.78","2,542.08",POINT (-53.884983 -20.1080880468226),-20.11,-53.88,,,
205,208,302116PV16-10,PV16-10,3.70,Mombaça,16,302 | 33t | 2022,20.38,"2,103.24","3,772.81","3,021",Lote 1,Oferta,1,4,0,1969-12-31 21:00:45,29.39,"-20.107397342098732 , -53.8855",302,Seriema,27.00,"2,337.78","2,695.31",POINT (-53.8855 -20.107397342098732),-20.11,-53.89,,,
206,209,302116PV16-11,PV16-11,3.90,Mombaça,16,302 | 33t | 2022,20.38,"1,746.06","3,531.52","3,021",Lote 1,Oferta,0,6,0,1969-12-31 21:00:45,22.43,"-20.106565512284323 , -53.8859",302,Seriema,21.00,"2,025.80","2,388.84",POINT (-53.8859 -20.106565512284323),-20.11,-53.89,,,
207,210,302116PV16-12,PV16-12,3.40,Mombaça,16,302 | 33t | 2022,20.38,"2,645.25","4,055.90","3,021",Lote 1,Oferta,1,12,1,1969-12-31 21:00:45,8.53,"-20.105701045145548 , -53.8859",302,Seriema,8.00,"2,805.75","3,001.79",POINT (-53.8859 -20.105701045145548),-20.11,-53.89,,,
208,211,302116PVPUL 1,PVPUL 1,4.50,Mombaça,16,302 | 7t | 2022,4.86,"2,645.25","4,177.30",,,,,,0,00:00:00,"44,887.00","-20.109232, -53.886932",302,Seriema,"44,887.00","2,805.75","3,001.79",POINT (-53.886932 -20.109232),-20.11,-53.89,,
209,212,302116PVPUL 2,PVPUL 2,3.30,Mombaça,16,302 | 7t | 2022,4.86,"2,645.25","3,063.35",,,,,,0,00:00:00,"44,887.00","-20.110432, -53.882262",302,Seriema,"44,887.00","2,805.75","3,001.79",POINT (-53.882262 -20.110432),-20.11,-53.88,,
210,213,30211919A,19A,13,Mombaça,19,302 | 10t | 2022,7.73,"1,777.32","9,097.80","3,022",Lote 2,Oferta,2,4,0,1969-12-31 21:00:45,26.33,"-20.1182364904562 , -53.873641",302,Seriema,22.00,"2,103.79","1,772.26",POINT (-53.873641 -20.1182364904562),-20.12,-53.87,,,
211,214,30211919B,19B,11.70,Mombaça,19,302 | 10t | 2022,7.73,"1,916.35","8,707.90","3,022",Lote 2,Oferta,2,5,0,1969-12-31 21:00:45,21.42,"-20.116988061284115 , -53.8759",302,Seriema,19.00,"2,181.79","1,952.59",POINT (-53.8759 -20.116988061284115),-20.12,-53.88,,,
212,215,30211919C,19C,13,Mombaça,19,302 | 10t | 2022,7.73,"3,045.40","14,366.62","3,022",Lote 2,Oferta,4,8,0,1969-12-31 21:00:45,7.52,"-20.115319387057472 , -53.8783",302,Seriema,3.00,"3,117.73","3,214.89",POINT (-53.8783 -20.115319387057472),-20.12,-53.88,,,
213,216,30211919D,19D,12.50,Mombaça,19,302 | 10t | 2022,7.73,"2,823.23","12,926.47","3,022",Lote 2,Oferta,3,10,1,1969-12-31 21:00:45,2.58,"-20.113584051551648 , -53.8808",302,Seriema,2.58,"2,961.74","3,034.56",POINT (-53.8808 -20.113584051551648),-20.11,-53.88,,,
214,217,30211919E,19E,10.30,Mombaça,19,302 | 10t | 2022,7.73,"2,816.25","10,628.42","3,022",Lote 2,Oferta,3,1,0,00:00:00,"44,887.00","-20.11213057991373 , -53.88322",302,Seriema,"44,887.00","2,883.75","2,854.23",POINT (-53.88322 -20.11213057991373),-20.11,-53.88,
215,218,30211919F,19F,19.50,Mombaça,19,302 | 10t | 2022,7.73,"2,342.30","17,167.90","3,022",Lote 2,Oferta,4,3,0,00:00:00,"44,887.00","-20.112414915340597 , -53.8865",302,Seriema,"44,887.00","2,571.77","2,313.24",POINT (-53.8865 -20.112414915340597),-20.11,-53.89,
216,219,30211919G,19G,16.10,Mombaça,19,302 | 10t | 2022,7.73,"1,330.48","8,967.96","3,022",Lote 2,Oferta,2,7,0,1969-12-31 21:00:45,18.42,"-20.118625367545803 , -53.8808",302,Seriema,14.00,"1,791.81","1,591.93",POINT (-53.8808 -20.118625367545803),-20.12,-53.88,,,
217,220,30211919H,19H,10.70,Mombaça,19,302 | 10t | 2022,7.73,"2,416.32","9,673.48","3,022",Lote 2,Oferta,2,2,0,00:00:00,"44,887.00","-20.115834364730265 , -53.8832",302,Seriema,"44,887.00","2,727.76","2,673.90",POINT (-53.8832 -20.115834364730265),-20.12,-53.88,
218,221,30211919I,19I,13.80,Mombaça,19,302 | 10t | 2022,7.73,"2,133.93","11,230.52","3,022",Lote 2,Oferta,3,6,0,1969-12-31 21:00:45,17.42,"-20.117907897468072 , -53.8852",302,Seriema,14.00,"2,415.78","2,132.91",POINT (-53.8852 -20.117907897468072),-20.12,-53.89,,,
219,222,30211919J,19J,11.20,Mombaça,19,302 | 10t | 2022,7.73,"2,366.41","9,946.83","3,022",Lote 2,Oferta,2,9,0,1969-12-31 21:00:45,2.58,"-20.121468147545883 , -53.8835",302,Seriema,2.58,"2,649.76","2,493.57",POINT (-53.8835 -20.121468147545883),-20.12,-53.88,,,
220,223,5011H17PA,H17PA,16.80,Marandu,H17,501 | 12t | 2022,9.05,"2,752.80","17,374.57",,,Oferta,,2,0,00:00:00,"44,887.00","-21.096911732552822 , -52.6235",501,Horizonte,"44,887.00","2,059.82",0,POINT (-52.6235 -21.096911732552822),-21.10,-52.62,,,
221,224,5011H17PB,H17PB,16.30,Marandu,H17,501 | 12t | 2022,9.05,"1,510.43","10,385.08",,,Oferta,,3,0,00:00:00,"44,887.00","-21.09946007837525 , -52.62597",501,Horizonte,"44,887.00","1,644.85",0,POINT (-52.62597 -21.09946007837525),-21.10,-52.63,,,
222,225,5011H17PC,H17PC,17.50,Marandu,H17,501 | 12t | 2022,9.05,"1,419.51","10,641.09",,,Oferta,,4,0,00:00:00,"44,887.00","-21.103542263045078 , -52.6235",501,Horizonte,"44,887.00","1,437.36",0,POINT (-52.6235 -21.103542263045078),-21.10,-52.62,,,
223,226,5011H17PD,H17PD,16.10,Marandu,H17,501 | 12t | 2022,9.05,"3,021.21","18,031.79",,,Oferta,,1,0,00:00:00,"44,887.00","-21.100365010722278 , -52.6213",501,Horizonte,"44,887.00","2,267.30",0,POINT (-52.6213 -21.100365010722278),-21.10,-52.62,,,
224,227,5011H19APA,H9APA,13,Xaraés,H9A,501 | 12t | 2022,9.05,"1,075.01","6,473.45","5,012",Lote 3,Oferta,5,3,0,1969-12-31 21:00:45,14.66,"-21.089376732856845 , -52.6229",501,Horizonte,7.00,"1,126.14","1,206.01",POINT (-52.6229 -21.089376732856845),-21.09,-52.62,,,
225,228,5011H19APB,H9APB,12.60,Xaraés,H9A,501 | 12t | 2022,9.05,"1,672.18","8,679.11","5,012",Lote 3,Oferta,6,4,1,1969-12-31 21:00:45,6.45,"-21.092087403436373 , -52.6214",501,Horizonte,0.00,"1,748.59","2,398.10",POINT (-52.6214 -21.092087403436373),-21.09,-52.62,,,
226,229,5011H19APC,H9APC,15.20,Xaraés,H9A,501 | 12t | 2022,9.05,"1,309.88","8,709.95","5,012",Lote 3,Oferta,6,1,0,00:00:00,"44,887.00","-21.09042419561941 , -52.61753",501,Horizonte,"44,887.00","1,333.62","2,000.74",POINT (-52.61753 -21.09042419561941),-21.09,-52.62,
227,230,5011H19APD,H9APD,16.90,Xaraés,H9A,501 | 12t | 2022,9.05,"1,279.22","9,518.49","5,012",Lote 3,Oferta,7,2,0,1969-12-31 21:00:45,20.39,"-21.08641976140755 , -52.62167",501,Horizonte,15.00,"1,229.88","1,603.38",POINT (-52.62167 -21.08641976140755),-21.09,-52.62,,,
228,231,5011H9BPA,H9BPA,13.50,Xaraés,H9B,501 | 12t | 2022,9.05,"2,828.52","14,288.43","5,013",Lote 6,Oferta,10,1,0,00:00:00,"44,887.00","-21.082602576117267 , -52.6171",501,Horizonte,"44,887.00","2,163.56",,POINT (-52.6171 -21.082602576117267),-21.08,-52.62,,
229,232,5011H9BPB,H9BPB,12.20,Xaraés,H9B,501 | 12t | 2022,9.05,"2,331.87","10,975.90","5,013",Lote 6,Oferta,8,2,0,1969-12-31 21:00:45,35.13,"-21.08495253492932 , -52.61885",501,Horizonte,27.00,"1,956.08",0,POINT (-52.61885 -21.08495253492932),-21.08,-52.62,,,,
230,233,5011H9BPC,H9BPC,12.70,Xaraés,H9B,501 | 12t | 2022,9.05,"1,446.43","7,831.66","5,013",Lote 6,Oferta,5,3,0,1969-12-31 21:00:45,19.40,"-21.086954772508207 , -52.6154",501,Horizonte,12.00,"1,541.11",0,POINT (-52.6154 -21.086954772508207),-21.09,-52.62,,,,
231,234,5011H9BPD,H9BPD,12.20,Xaraés,H9B,501 | 12t | 2022,9.05,"2,036.25","9,823.19","5,013",Lote 6,Oferta,7,4,1,1969-12-31 21:00:45,11.42,"-21.084480487703093 , -52.6139",501,Horizonte,2.00,"1,852.33",0,POINT (-52.6139 -21.084480487703093),-21.08,-52.61,,,,
232,235,60112727A,27A,28.70,Piatã,27,601 | 7t | 2022,5.34,743.11,"9,431.47","6,011","Lote 8012,801, outros",Oferta,2,4,0,00:00:00,"44,887.00","-19.770473, -52.376404",601,Sertão,"44,887.00",0,0,POINT (-52.376404 -19.770473),-19.77,-52.38,,
233,236,60112727B,27B,28.50,Piatã,27,601 | 7t | 2022,5.34,"2,243.14","23,029.50","6,011","Lote 8012,801, outros",Oferta,7,2,0,00:00:00,"44,887.00","-19.768618, -52.371785",601,Sertão,"44,887.00",0,0,POINT (-52.371785 -19.768618),-19.77,-52.37,
234,237,60112727C,27C,28.50,Piatã,27,601 | 7t | 2022,5.34,"2,312.15","23,658.12","6,011","Lote 8012,801, outros",Oferta,7,1,0,00:00:00,"44,887.00","-19.774144, -52.371288",601,Sertão,"44,887.00",,,POINT (-52.371288 -19.774144),-19.77,-52.37,
235,238,60112727D,27D,30.70,Piatã,27,601 | 7t | 2022,5.34,"1,506.20","17,576.26","6,011","Lote 8012,801, outros",Oferta,5,3,0,00:00:00,"44,887.00","-19.775988, -52.375064",601,Sertão,"44,887.00",0,0,POINT (-52.375064 -19.775988),-19.78,-52.38,
236,239,70111818A,18A,22.60,Xaraés,18,701 | 10t | 2022,8.89,677.32,"8,317.34","7,011","Lote 7,1, outros",Oferta,8,3,0,1969-12-31 21:00:45,28.58,"-20.969653, -52.860714",701,Santa Ana,19.00,,,POINT (-52.860714 -20.969653),-20.97,-52.86,,,,
237,240,70111818B,18B,22.60,Xaraés,18,701 | 10t | 2022,8.89,677.32,"8,317.34","7,011","Lote 7,1, outros",Oferta,8,1,0,00:00:00,"44,887.00","-20.972967, -52.863236",701,Santa Ana,"44,887.00",,,POINT (-52.863236 -20.972967),-20.97,-52.86,,
238,241,70111818C,18C,26.20,Xaraés,18,701 | 10t | 2022,8.89,677.32,"9,642.23","7,011","Lote 7,1, outros",Oferta,9,1,0,00:00:00,"44,887.00","-20.972294, -52.868227",701,Santa Ana,"44,887.00",,,POINT (-52.868227 -20.972294),-20.97,-52.87,,
239,242,70111818D,18D,22.70,Xaraés,18,701 | 10t | 2022,8.89,677.32,"8,354.15","7,011","Lote 7,1, outros",Oferta,8,4,1,1969-12-31 21:00:45,18.36,"-20.968313, -52.865509",701,Santa Ana,12.00,,,POINT (-52.865509 -20.968313),-20.97,-52.87,,,,
240,243,70114R4A,R4A,27.60,Marandu,4,701 | 6t | 2022,4.42,359.26,"5,247.59","7,012",Lote 3,Oferta,3,3,1,1969-12-31 21:00:45,4.72,"-20.984425, -52.864916",701,Santa Ana,5.00,,,POINT (-52.864916 -20.984425),-20.98,-52.86,,,,,,
241,244,70114R4B,R4B,28.20,Marandu,4,701 | 6t | 2022,4.42,359.26,"5,361.67","7,012",Lote 3,Oferta,3,3,0,1969-12-31 21:00:45,9.67,"-20.990338, -52.864467",701,Santa Ana,5.00,,,POINT (-52.864467 -20.990338),-20.99,-52.86,,,,,,
242,245,70114R4C,R4C,33.40,Marandu,4,701 | 6t | 2022,4.42,359.26,"6,350.34","7,012",Lote 3,Oferta,3,2,0,1969-12-31 21:00:45,18.38,"-20.992086, -52.868837",701,Santa Ana,10.00,,,POINT (-52.868837 -20.992086),-20.99,-52.87,,,,,,
243,246,70114R4D,R4D,30.30,Marandu,4,701 | 6t | 2022,4.42,359.26,"5,760.94","7,012",Lote 3,Oferta,3,1,0,1969-12-31 21:00:45,27.40,"-20.985664, -52.869007",701,Santa Ana,19.00,,,POINT (-52.869007 -20.985664),-20.99,-52.87,,,,,,
244,247,70115R5A,R5A,49.40,Decumbens,5,701 | 1t | 2022,1.10,359.26,"6,602.18","7,013",Lote 4,Oferta,4,3,1,1969-12-31 21:00:45,9.68,"-20.993567, -52.857865",701,Santa Ana,10.00,,,POINT (-52.857865 -20.993567),-20.99,-52.86,,,,,,
245,248,70115R5B,R5B,40,Decumbens,5,701 | 1t | 2022,1.10,359.26,"5,345.90","7,013",Lote 4,Oferta,3,3,0,1969-12-31 21:00:45,13.66,"-20.991149, -52.851556",701,Santa Ana,10.00,,,POINT (-52.851556 -20.991149),-20.99,-52.85,,,,,,
246,249,70115R5C,R5C,48.60,Decumbens,5,701 | 1t | 2022,1.10,359.26,"6,495.26","7,013",Lote 4,Oferta,4,2,0,1969-12-31 21:00:45,18.40,"-20.996562, -52.849500",701,Santa Ana,14.00,,,POINT (-52.8495 -20.996562),-21.00,-52.85,,,,,,
247,250,70115R5D,R5D,48.30,Decumbens,5,701 | 1t | 2022,1.10,359.26,"6,455.17","7,013",Lote 4,Oferta,4,1,0,1969-12-31 21:00:45,28.10,"-20.999538, -52.855487",701,Santa Ana,19.00,,,POINT (-52.855487 -20.999538),-21.00,-52.86,,,,,,
