,id,Id. Piquete,Piquete,Área,Cultivar,Módulo,Produção planejada,Tx. Ac mês,Estoque,Oferta mês,GM,Nome GM,Tipo,Dias,Ordem,Piq. atual,Último pastejo,Dias Ciclo,Centro,Cod. Fazenda,Fazenda,Dias descanso,Meta fazenda,Meta GM,geometry,lat,lon,,,,,,,,,
76,77,10117M4P14,M4P14,11.70,Marandu,4,101 | 6t | 2022,4.64,"2,362.96","9,761.27",78,"Lote 188, 179",Oferta,7,5,0,1969-12-31 21:00:45,26.57,"-20.194439, -53.325711",101,Santa Helena,25.00,"1,204.17","1,148.63",POINT (-53.325711 -20.194439),-20.19,-53.33,,,
77,78,10117M4P15,M4P15,14.54,Marandu,4,101 | 6t | 2022,4.64,"2,369.99","12,163.31",78,"Lote 188, 179",Oferta,9,2,0,1969-12-31 21:00:45,70.56,"-20.194339, -53.321907",101,Santa Helena,68.00,"1,221.12","1,521.70",POINT (-53.321907 -20.194339),-20.19,-53.32,,,
78,79,10117M4P16,M4P16,14.80,Marandu,4,101 | 6t | 2022,4.64,"2,399.78","12,521.75",78,"Lote 188, 179",Oferta,9,8,1,1969-12-31 21:00:45,3.42,"-20.194303, -53.318072",101,Santa Helena,-2.00,"1,246.55","1,708.23",POINT (-53.318072 -20.194303),-20.19,-53.32,,,
79,80,10117M4P2,M4P2,16.80,Marandu,4,101 | 6t | 2022,4.64,"3,425.58","19,721.91",,,Oferta,,8,0,1969-12-31 21:00:45,77.60,"-20.194080, -53.310783",101,Santa Helena,75.00,"1,839.94",0,POINT (-53.310783 -20.19408),-20.19,-53.31,,,,,
80,81,10117M4P3,M4P3,20.50,Marandu,4,101 | 6t | 2022,4.64,"3,396.91","23,877.54",,,Oferta,,5,0,1969-12-31 21:00:45,90.41,"-20.194074, -53.307181",101,Santa Helena,89.00,"1,814.51",0,POINT (-53.307181 -20.194074),-20.19,-53.31,,,,,
81,82,10117M4P4,M4P4,19.88,Marandu,4,101 | 6t | 2022,4.64,"2,869.67","19,805.39",,,Oferta,,22,0,1969-12-31 21:00:45,14.42,"-20.193984, -53.303565",101,Santa Helena,8.00,"1,509.34",0,POINT (-53.303565 -20.193984),-20.19,-53.30,,,,,
82,83,10117M4P5,M4P5,21,Marandu,4,101 | 6t | 2022,4.64,"3,741.45","26,772.48",,,Oferta,,9,0,1969-12-31 21:00:45,74.59,"-20.199037, -53.303417",101,Santa Helena,71.00,"1,975.57",,POINT (-53.303417 -20.199037),-20.20,-53.30,,,,,
83,84,10117M4P6,M4P6,21,Marandu,4,101 | 6t | 2022,4.64,"3,552.19","25,502.18",,,Oferta,,11,0,1969-12-31 21:00:45,61.35,"-20.198831, -53.307003",101,Santa Helena,61.00,"1,899.28",0,POINT (-53.307003 -20.198831),-20.20,-53.31,,,,,
84,85,10117M4P7,M4P7,18.10,Marandu,4,101 | 6t | 2022,4.64,"3,559.63","22,023.45",,,Oferta,,10,0,1969-12-31 21:00:45,62.58,"-20.198644, -53.310617",101,Santa Helena,62.00,"1,907.75",0,POINT (-53.310617 -20.198644),-20.20,-53.31,,,,,
85,86,10117M4P8,M4P8,17.90,Marandu,4,101 | 6t | 2022,4.64,"3,049.56","18,861.97",,,Oferta,,20,0,1969-12-31 21:00:45,29.32,"-20.198364, -53.314244",101,Santa Helena,19.00,"1,611.06",0,POINT (-53.314244 -20.198364),-20.20,-53.31,,,,,
86,87,10117M4P9,M4P9,17.90,Marandu,4,101 | 6t | 2022,4.64,"3,080.31","19,037.87",78,"Lote 188, 179",Oferta,14,1,0,1969-12-31 21:00:45,84.62,"-20.198073, -53.318058",101,Santa Helena,84.00,"1,619.54","2,267.82",POINT (-53.318058 -20.198073),-20.20,-53.32,,,
87,88,10117M5P1,M5P1,40.61,Piatã,5,101 | 10t | 2022,7.53,"1,778.94","28,303.97",,,Oferta,,7,0,1969-12-31 21:00:45,82.62,"-20.189028, -53.297328",101,Santa Helena,78.00,975.29,0,POINT (-53.297328 -20.189028),-20.19,-53.30,,,,,,
88,89,10117M5P2,M5P2,44.60,Marandu,5,101 | 10t | 2022,7.53,"2,536.33","41,881.23",,,Oferta,,4,0,1969-12-31 21:00:45,106.63,"-20.184550, -53.297544",101,Santa Helena,102.00,"1,331.32",0,POINT (-53.297544 -20.18455),-20.18,-53.30,,,,,
89,90,10117M5P3,M5P3,43.20,Marandu,5,101 | 6t | 2022,4.64,158.42,"5,602.82",,,Pulmão,,Pulmão,0,00:00:00,"44,887","-20.183944, -53.289657",101,Santa Helena,"44,887",865.09,0,POINT (-53.289657 -20.183944),-20.18,-53.29,,,,,
90,91,10117M5P4,M5P4,36.30,Marandu,5,101 | 6t | 2022,4.64,107.64,"4,118.79",,,Pulmão,,Pulmão,0,1969-12-31 21:00:45,129.42,"-20.188723, -53.289394",101,Santa Helena,128.00,856.62,0,POINT (-53.289394 -20.188723),-20.19,-53.29,,,,,,,
91,92,10117M6P1,M6P1,105.63,Marandu,6,101 | 6t | 2022,4.64,217.17,"15,683.16",,,Oferta,,1,0,1969-12-31 21:00:45,136.68,"-20.178900, -53.295736",101,Santa Helena,130.00,907.48,0,POINT (-53.295736 -20.1789),-20.18,-53.30,,,,,,,
92,93,10117M6P2,M6P2,39.13,Marandu,6,101 | 6t | 2022,4.64,192.80,"5,504.97",,,Pulmão,,Pulmão,0,1969-12-31 21:00:45,143.63,"-20.174948, -53.299136",101,Santa Helena,137.00,882.05,0,POINT (-53.299136 -20.174948),-20.17,-53.30,,,,,,,
93,96,10117M7P1,M7P1,17.10,Marandu,7,101 | 10t | 2022,7.53,"3,461.46","21,113.78",62,Lote 150,Pulmão,13,Pulmão,0,1969-12-31 21:00:45,85.56,"-20.162590, -53.295943",101,Santa Helena,83.00,"1,856.89","2,191.69",POINT (-53.295943 -20.16259),-20.16,-53.30,,,,
94,97,10117M7P10,M7P10,23.60,Marandu,7,101 | 10t | 2022,7.53,"2,900.13","24,905.49",,,Oferta,,13,0,1969-12-31 21:00:45,55.65,"-20.172032, -53.292361",101,Santa Helena,49.00,"1,526.29",0,POINT (-53.292361 -20.172032),-20.17,-53.29,,,,,
95,98,10117M7P11,M7P11,14.90,Marandu,7,101 | 10t | 2022,7.53,"2,575.55","14,178.49",74,"Lote 173,169, outros",Pulmão,9,Pulmão,0,1969-12-31 21:00:45,64.68,"-20.171080, -53.296236",101,Santa Helena,61.00,"1,365.23","1,472.08",POINT (-53.296236 -20.17108),-20.17,-53.30,,
96,99,10117M7P12,M7P12,14.60,Marandu,7,101 | 10t | 2022,7.53,"2,294.93","12,583.54",74,"Lote 173,169, outros",Pulmão,8,Pulmão,0,1969-12-31 21:00:45,29.61,"-20.168194, -53.295098",101,Santa Helena,27.00,"1,195.69","1,185.82",POINT (-53.295098 -20.168194),-20.17,-53.30,,
97,100,10117M7P13,M7P13,16.80,Marandu,7,101 | 10t | 2022,7.53,"3,184.54","19,256.45",74,"Lote 173,169, outros",Oferta,13,1,0,1969-12-31 21:00:45,95.67,"-20.165468, -53.298176",101,Santa Helena,90.00,"1,661.92","2,044.59",POINT (-53.298176 -20.165468),-20.17,-53.30,,
98,101,10117M7P14,M7P14,18.60,Marandu,7,101 | 10t | 2022,7.53,"1,826.78","13,248.00",74,"Lote 173,169, outros",Oferta,9,2,0,1969-12-31 21:00:45,17.67,"-20.168812, -53.299715",101,Santa Helena,14.00,983.77,899.57,POINT (-53.299715 -20.168812),-20.17,-53.30,,,,
99,102,10117M7P2,M7P2,17,Marandu,7,101 | 10t | 2022,7.53,"2,994.65","18,453.92",62,Lote 150,Pulmão,11,Pulmão,0,1969-12-31 21:00:45,57.65,"-20.159249, -53.294458",101,Santa Helena,51.00,"1,594.11","1,642.85",POINT (-53.294458 -20.159249),-20.16,-53.29,,,,
100,103,10117M7P3,M7P3,16.50,Marandu,7,101 | 10t | 2022,7.53,"3,367.09","19,875.26",62,Lote 150,Pulmão,12,Pulmão,0,1969-12-31 21:00:45,97.66,"-20.162492, -53.291402",101,Santa Helena,95.00,"1,789.08","2,054.48",POINT (-53.291402 -20.162492),-20.16,-53.29,,,,
101,104,10117M7P4,M7P4,16.50,Marandu,7,101 | 10t | 2022,7.53,"3,108.55","18,511.85",62,Lote 150,Pulmão,11,Pulmão,0,1969-12-31 21:00:45,94.71,"-20.165486, -53.293158",101,Santa Helena,90.00,"1,628.01","1,917.27",POINT (-53.293158 -20.165486),-20.17,-53.29,,,,
102,105,10117M7P5,M7P5,16.20,Marandu,7,101 | 10t | 2022,7.53,"3,662.74","21,044.68",79,Lote 180,Oferta,14,3,1,1969-12-31 21:00:45,-0.29,"-20.168747, -53.289713",101,Santa Helena,-3.00,"1,933.18","2,250",POINT (-53.289713 -20.168747),-20.17,-53.29,,,,
103,106,10117M7P6,M7P6,16.70,Marandu,7,101 | 10t | 2022,7.53,"3,341.06","19,977.28",,,Oferta,,16,0,1969-12-31 21:00:45,48.64,"-20.165607, -53.288752",101,Santa Helena,42.00,"1,763.64",0,POINT (-53.288752 -20.165607),-20.17,-53.29,,,,,
104,107,10117M7P7,M7P7,14.30,Marandu,7,101 | 10t | 2022,7.53,"3,469.25","17,692.18",66,"Lote 159,156, outros",Pulmão,8,Pulmão,0,1969-12-31 21:00:45,112.54,"-20.168861, -53.285505",101,Santa Helena,111.00,"1,865.37","1,730.04",POINT (-53.285505 -20.168861),-20.17,-53.29,,
105,108,10117M7P8,M7P8,14,Marandu,7,101 | 10t | 2022,7.53,"3,526.98","17,579.34",79,Lote 180,Oferta,12,1,0,1969-12-31 21:00:45,60.53,"-20.171639, -53.286966",101,Santa Helena,56.00,"1,882.32","1,617.23",POINT (-53.286966 -20.171639),-20.17,-53.29,,,,
106,109,10117M7P9,M7P9,16.30,Marandu,7,101 | 10t | 2022,7.53,"2,871.59","17,052.97",79,Lote 180,Oferta,11,2,0,1969-12-31 21:00:45,41.61,"-20.174260, -53.289405",101,Santa Helena,35.00,"1,517.81",984.45,POINT (-53.289405 -20.17426),-20.17,-53.29,,,,,
107,110,10117M8P1,M8P1,12.90,Ipyporã,8,101 | 10t | 2022,7.53,"3,164.29","14,702.72",40,"Lote 90,88, outros",Pulmão,9,Pulmão,0,1969-12-31 21:00:45,102.33,"-20.159774, -53.289578",101,Santa Helena,101.00,"1,644.97","1,607.48",POINT (-53.289578 -20.159774),-20.16,-53.29,,
108,111,10117M8P10,M8P10,15.30,Piatã,8,101 | 10t | 2022,7.53,"2,902.20","16,156.43",65,"Lote 160,153, outros",Oferta,8,2,0,1969-12-31 21:00:45,27.65,"-20.151455, -53.278884",101,Santa Helena,26.00,"1,534.77","1,110.74",POINT (-53.278884 -20.151455),-20.15,-53.28,,
109,112,10117M8P11,M8P11,14.40,Piatã,8,101 | 10t | 2022,7.53,"2,498.94","13,350.10",52,"Lote 9090119, 149",Oferta,8,1,0,1969-12-31 21:00:45,17.58,"-20.155115, -53.280792",101,Santa Helena,14.00,"1,314.37","1,001.08",POINT (-53.280792 -20.155115),-20.16,-53.28,,,
110,113,10117M8P12,M8P12,15.40,Piatã,8,101 | 10t | 2022,7.53,"2,909.79","16,299.40",52,"Lote 9090119, 149",Oferta,10,2,0,1969-12-31 21:00:45,4.62,"-20.153959, -53.283579",101,Santa Helena,2.00,"1,543.25","1,673.45",POINT (-53.283579 -20.153959),-20.15,-53.28,,,
111,114,10117M8P13,M8P13,15.70,Piatã,8,101 | 10t | 2022,7.53,"3,302.62","18,588.12",40,"Lote 90,88, outros",Oferta,12,3,1,1969-12-31 21:00:45,-0.32,"-20.158134, -53.285343",101,Santa Helena,-3.00,"1,746.69","2,101.16",POINT (-53.285343 -20.158134),-20.16,-53.29,,
112,115,10117M8P14,M8P14,15,Piatã,8,101 | 10t | 2022,7.53,"2,691.41","14,829.08",40,"Lote 90,88, outros",Oferta,9,1,0,1969-12-31 21:00:45,26.61,"-20.159308, -53.282617",101,Santa Helena,23.00,"1,424.57",866.96,POINT (-53.282617 -20.159308),-20.16,-53.28,,,
113,116,10117M8P15,M8P15,14.10,Piatã,8,101 | 10t | 2022,7.53,"2,704.23","13,997.13",40,"Lote 90,88, outros",Oferta,9,2,0,1969-12-31 21:00:45,13.60,"-20.163723, -53.284973",101,Santa Helena,10.00,"1,441.52","1,113.80",POINT (-53.284973 -20.163723),-20.16,-53.28,,
114,117,10117M8P16,M8P16,14.20,Piatã,8,101 | 10t | 2022,7.53,"2,648.00","13,841.18",66,"Lote 159,156, outros",Oferta,6,2,0,1969-12-31 21:00:45,19.60,"-20.161923, -53.287057",101,Santa Helena,16.00,"1,390.66","1,324.66",POINT (-53.287057 -20.161923),-20.16,-53.29,,
115,118,10117M8P2,M8P2,12.90,Ipyporã,8,101 | 10t | 2022,7.53,"3,302.08","15,270.81",40,"Lote 90,88, outros",Pulmão,9,Pulmão,0,1969-12-31 21:00:45,82.69,"-20.156995, -53.292460",101,Santa Helena,80.00,"1,729.74","1,854.32",POINT (-53.29246 -20.156995),-20.16,-53.29,,
116,119,10117M8P3,M8P3,13.40,Ipyporã,8,101 | 10t | 2022,7.53,"2,756.08","13,524.30",64,"Lote 170,151, outros",Pulmão,5,Pulmão,0,1969-12-31 21:00:45,50.66,"-20.154696, -53.291137",101,Santa Helena,49.00,"1,450.00","1,399.65",POINT (-53.291137 -20.154696),-20.15,-53.29,,
117,120,10117M8P4,M8P4,13.70,Ipyporã,8,101 | 10t | 2022,7.53,"2,783.77","13,948.30",40,"Lote 90,88, outros",Pulmão,9,Pulmão,0,1969-12-31 21:00:45,105.62,"-20.156581, -53.288067",101,Santa Helena,102.00,"1,475.43","1,360.64",POINT (-53.288067 -20.156581),-20.16,-53.29,,
118,121,10117M8P5,M8P5,17,Piatã,8,101 | 10t | 2022,7.53,"3,684.39","22,201.59",64,"Lote 170,151, outros",Oferta,8,5,1,1969-12-31 21:00:45,-0.42,"-20.152738, -53.286623",101,Santa Helena,-3.00,"1,950.14","2,150.78",POINT (-53.286623 -20.152738),-20.15,-53.29,,
119,122,10117M8P6,M8P6,16.70,Piatã,8,101 | 10t | 2022,7.53,"3,294.71","19,729.86",64,"Lote 170,151, outros",Oferta,7,4,0,1969-12-31 21:00:45,1.58,"-20.151518, -53.289837",101,Santa Helena,0.00,"1,721.26","1,900.40",POINT (-53.289837 -20.151518),-20.15,-53.29,,
120,123,10117M8P7,M8P7,15.20,Piatã,8,101 | 10t | 2022,7.53,"1,609.95","9,772.94",64,"Lote 170,151, outros",Oferta,3,3,0,1969-12-31 21:00:45,10.54,"-20.147901, -53.287749",101,Santa Helena,7.00,941.38,898.89,POINT (-53.287749 -20.147901),-20.15,-53.29,,,,
121,124,10117M8P8,M8P8,14.40,Piatã,8,101 | 10t | 2022,7.53,"3,253.41","16,822.48",64,"Lote 170,151, outros",Oferta,6,1,0,1969-12-31 21:00:45,57.62,"-20.148983, -53.284789",101,Santa Helena,52.00,"1,695.83","1,650.02",POINT (-53.284789 -20.148983),-20.15,-53.28,,
122,125,10117M8P9,M8P9,15.40,Piatã,8,101 | 10t | 2022,7.53,"3,438.73","18,902.89",52,"Lote 9090119, 149",Oferta,12,3,1,1969-12-31 21:00:45,1.65,"-20.150160, -53.281820",101,Santa Helena,-1.00,"1,848.41","2,345.82",POINT (-53.28182 -20.15016),-20.15,-53.28,,,
123,126,10117M9P1,M9P1,11.40,Xaraés,9,101 | 10t | 2022,7.53,"2,421.65","10,287.21",66,"Lote 159,156, outros",Oferta,4,4,0,1969-12-31 21:00:45,11.67,"-20.166468, -53.283406",101,Santa Helena,9.00,"1,263.51",919.29,POINT (-53.283406 -20.166468),-20.17,-53.28,,,
124,127,10117M9P10,M9P10,12.10,Xaraés,9,101 | 10t | 2022,7.53,"2,488.87","11,178.84",36,"Lote 99991020,84, outros",Oferta,4,5,0,1969-12-31 21:00:45,5.38,"-20.156513, -53.266042",101,Santa Helena,3.00,"1,305.89",845.17,POINT (-53.266042 -20.156513),-20.16,-53.27,,,
125,128,10117M9P11,M9P11,16.50,Xaraés,9,101 | 10t | 2022,7.53,"2,540.72","15,517.35",36,"Lote 99991020,84, outros",Oferta,5,3,0,1969-12-31 21:00:45,13.63,"-20.160035, -53.268842",101,Santa Helena,12.00,"1,339.80","1,101.53",POINT (-53.268842 -20.160035),-20.16,-53.27,,
126,129,10117M9P12,M9P12,19.60,Xaraés,9,101 | 10t | 2022,7.53,"2,540.72","18,432.73",36,"Lote 99991020,84, outros",Oferta,6,1,0,1969-12-31 21:00:45,23.62,"-20.158699, -53.271744",101,Santa Helena,19.00,"1,339.80","1,101.53",POINT (-53.271744 -20.158699),-20.16,-53.27,,
127,130,10117M9P13,M9P13,15.20,Xaraés,9,101 | 10t | 2022,7.53,"2,567.01","14,422.44",36,"Lote 99991020,84, outros",Oferta,5,4,0,1969-12-31 21:00:45,8.57,"-20.161952, -53.273465",101,Santa Helena,6.00,"1,356.75","1,357.89",POINT (-53.273465 -20.161952),-20.16,-53.27,,
128,131,10117M9P14,M9P14,14.60,Xaraés,9,101 | 10t | 2022,7.53,"2,567.01","13,853.14",36,"Lote 99991020,84, outros",Oferta,4,6,0,1969-12-31 21:00:45,2.63,"-20.163880, -53.275986",101,Santa Helena,0.00,"1,356.75","1,357.89",POINT (-53.275986 -20.16388),-20.16,-53.28,,
129,132,10117M9P15,M9P15,10.90,Xaraés,9,101 | 10t | 2022,7.53,"1,980.42","8,298.88",36,"Lote 99991020,84, outros",Oferta,2,7,1,1969-12-31 21:00:45,-0.37,"-20.165890, -53.278503",101,Santa Helena,-2.00,"1,034.63",588.80,POINT (-53.278503 -20.16589),-20.17,-53.28,,,
130,133,10117M9P16,M9P16,11.30,Xaraés,9,101 | 10t | 2022,7.53,"1,980.42","8,603.42",66,"Lote 159,156, outros",Oferta,3,1,0,00:00:00,"44,887.00","-20.168064, -53.281152",101,Santa Helena,"44,887.00","1,034.63",588.80,POINT (-53.281152 -20.168064),-20.17,-53.28,
131,134,10117M9P2,M9P2,11,Xaraés,9,101 | 10t | 2022,7.53,"2,140.16","8,936.63",66,"Lote 159,156, outros",Oferta,4,3,0,1969-12-31 21:00:45,15.60,"-20.164117, -53.281663",101,Santa Helena,12.00,"1,136.35",716.60,POINT (-53.281663 -20.164117),-20.16,-53.28,,,
132,135,10117M9P3,M9P3,13.80,Xaraés,9,101 | 10t | 2022,7.53,"2,683.89","13,609.61",66,"Lote 159,156, outros",Oferta,6,6,1,1969-12-31 21:00:45,1.69,"-20.161954, -53.279963",101,Santa Helena,-1.00,"1,399.14","1,527.35",POINT (-53.279963 -20.161954),-20.16,-53.28,,
133,136,10117M9P4,M9P4,14.20,Xaraés,9,101 | 10t | 2022,7.53,"2,479.32","13,075.63",66,"Lote 159,156, outros",Oferta,5,5,0,1969-12-31 21:00:45,5.41,"-20.159851, -53.278446",101,Santa Helena,2.00,"1,297.41","1,121.97",POINT (-53.278446 -20.159851),-20.16,-53.28,,
134,137,10117M9P5,M9P5,14.90,Xaraés,9,101 | 10t | 2022,7.53,"2,202.82","12,403.47",65,"Lote 160,153, outros",Oferta,6,5,1,1969-12-31 21:00:45,5.36,"-20.157498, -53.274916",101,Santa Helena,2.00,"1,153.31",679.86,POINT (-53.274916 -20.157498),-20.16,-53.27,,,
135,138,10117M9P6,M9P6,14.40,Xaraés,9,101 | 10t | 2022,7.53,"3,302.28","17,047.43",65,"Lote 160,153, outros",Oferta,8,4,0,1969-12-31 21:00:45,10.40,"-20.156380, -53.277592",101,Santa Helena,6.00,"1,738.21","1,326.18",POINT (-53.277592 -20.15638),-20.16,-53.28,,
136,139,10117M9P7,M9P7,15.80,Xaraés,9,101 | 10t | 2022,7.53,"2,204.50","13,161.13",65,"Lote 160,153, outros",Oferta,6,3,0,1969-12-31 21:00:45,18.37,"-20.152667, -53.275886",101,Santa Helena,11.00,"1,161.78",895.30,POINT (-53.275886 -20.152667),-20.15,-53.28,,,
137,140,10117M9P8,M9P8,16.10,Xaraés,9,101 | 10t | 2022,7.53,"3,562.86","20,400.86",65,"Lote 160,153, outros",Oferta,10,1,0,1969-12-31 21:00:45,46.57,"-20.153840, -53.272587",101,Santa Helena,40.00,"1,916.23","1,541.62",POINT (-53.272587 -20.15384),-20.15,-53.27,,
138,141,10117M9P9,M9P9,14.60,Xaraés,9,101 | 10t | 2022,7.53,"3,562.86","18,500.15",36,"Lote 99991020,84, outros",Oferta,6,2,0,1969-12-31 21:00:45,18.55,"-20.155317, -53.269266",101,Santa Helena,14.00,"1,916.23","1,541.62",POINT (-53.269266 -20.155317),-20.16,-53.27,,
139,142,201122A,2A,18.60,Marandu,2,201 | 9t | 2022,6.56,"2,091.55","14,513.92",,,Pulmão,,Pulmão,0,1969-12-31 21:00:45,30.61,"-20.9685293, -53.0734313",201,Mateira,27.00,"2,572.29",0,POINT (-53.0734313 -20.9685293),-20.97,-53.07,,,,,
140,143,201122B,2B,19.90,Marandu,2,201 | 9t | 2022,6.56,"2,034.50","15,165.44",,,Pulmão,,Pulmão,0,1969-12-31 21:00:45,19.20,"-20.9633678, -53.0701605",201,Mateira,17.00,"2,398.79",0,POINT (-53.0701605 -20.9633678),-20.96,-53.07,,,,,
141,144,201122C,2C,14.80,Marandu,2,201 | 9t | 2022,6.56,"1,876.17","10,529.88",,,Pulmão,,Pulmão,0,1969-12-31 21:00:45,21.20,"-20.9643797, -53.0683043",201,Mateira,17.00,"2,225.29",0,POINT (-53.0683043 -20.9643797),-20.96,-53.07,,,,,
142,145,201122D,2D,15,Marandu,2,201 | 9t | 2022,6.56,"1,690.61","9,782.58",,,Pulmão,,Pulmão,0,1969-12-31 21:00:45,26.60,"-20.9698025, -53.0707244",201,Mateira,22.00,"2,051.79",0,POINT (-53.0707244 -20.9698025),-20.97,-53.07,,,,,
143,146,201133A,3A,13.90,Marandu,3,201 | 9t | 2022,6.56,"2,577.59","13,005.71",10,Lote 30,Oferta,2,4,1,1969-12-31 21:00:45,4.23,"-20.9551131, -53.0655397",201,Mateira,3.00,"3,034.95","1,269.06",POINT (-53.0655397 -20.9551131),-20.96,-53.07,,,,
144,147,201133B,3B,14.40,Marandu,3,201 | 9t | 2022,6.56,"1,789.87","9,848.10",10,Lote 30,Oferta,2,3,0,1969-12-31 21:00:45,7.17,"-20.9521498, -53.0644679",201,Mateira,5.00,"2,109.62",874.61,POINT (-53.0644679 -20.9521498),-20.95,-53.06,,,,,
145,148,201133C,3C,11.70,Marandu,3,201 | 9t | 2022,6.56,"1,557.06","7,130.99",10,Lote 30,Oferta,1,2,0,1969-12-31 21:00:45,11.15,"-20.9536541, -53.0620021",201,Mateira,8.00,"1,762.62",677.39,POINT (-53.0620021 -20.9536541),-20.95,-53.06,,,,,
146,149,201133D,3D,16.20,Marandu,3,201 | 9t | 2022,6.56,"2,359.94","14,030.76",10,Lote 30,Oferta,3,1,0,1969-12-31 21:00:45,13.23,"-20.9582492, -53.0639648",201,Mateira,11.00,"2,803.62","1,071.84",POINT (-53.0639648 -20.9582492),-20.96,-53.06,,,,
147,150,201144A,4A,15.70,Mombaça,4,201 | 10t | 2022,7.53,"2,638.45","15,255.39",12,"Lote 34,32, outros",Oferta,12,4,1,1969-12-31 21:00:45,4.23,"-20.9488274, -53.0625783",201,Mateira,-3.00,"3,092.79","3,169.91",POINT (-53.0625783 -20.9488274),-20.95,-53.06,,
148,151,201144B,4B,14.70,Mombaça,4,201 | 10t | 2022,7.53,"2,078.09","11,650.93",12,"Lote 34,32, outros",Oferta,9,1,0,1969-12-31 21:00:45,25.60,"-20.946111, -53.0612721",201,Mateira,19.00,"2,514.45","2,376.93",POINT (-53.0612721 -20.946111),-20.95,-53.06,,
149,152,201144C,4C,16.70,Mombaça,4,201 | 10t | 2022,7.53,"2,078.09","13,236.09",12,"Lote 34,32, outros",Oferta,10,2,0,1969-12-31 21:00:45,18.17,"-20.9473294, -53.0570603",201,Mateira,12.00,"2,514.45","2,376.93",POINT (-53.0570603 -20.9473294),-20.95,-53.06,,
150,153,201144D,4D,14.30,Mombaça,4,201 | 10t | 2022,7.53,"2,067.19","11,284.08",12,"Lote 34,32, outros",Oferta,8,3,0,1969-12-31 21:00:45,11.15,"-20.9501928, -53.0591843",201,Mateira,5.00,"2,456.62","1,583.95",POINT (-53.0591843 -20.9501928),-20.95,-53.06,,
151,154,201155A,5A,11.10,Mombaça,5,201 | 10t | 2022,7.53,"1,824.48","7,897.93",,,Oferta,,2,0,1969-12-31 21:00:45,63.62,"-20.9430719, -53.0606644",201,Mateira,62.00,"2,167.45",0,POINT (-53.0606644 -20.9430719),-20.94,-53.06,,,,,
152,155,201155B,5B,14,Mombaça,5,201 | 10t | 2022,7.53,601.51,"4,489.06",,,Oferta,,3,0,1969-12-31 21:00:45,10.15,"-20.9403328, -53.0590226",201,Mateira,8.00,"1,704.79",0,POINT (-53.0590226 -20.9403328),-20.94,-53.06,,,,,,
153,156,201155C,5C,13.20,Mombaça,5,201 | 10t | 2022,7.53,601.51,"4,232.54",,,Oferta,,4,0,1969-12-31 21:00:45,7.17,"-20.9419751, -53.056272",201,Mateira,5.00,"1,704.79",0,POINT (-53.056272 -20.9419751),-20.94,-53.06,,,,,,
154,157,201155D,5D,11.80,Mombaça,5,201 | 10t | 2022,7.53,601.51,"3,783.64",,,Oferta,,1,0,1969-12-31 21:00:45,65.22,"-20.944866, -53.056372",201,Mateira,64.00,"1,704.79",0,POINT (-53.056372 -20.944866),-20.94,-53.06,,,,,,
155,158,201166A,6A,15.50,Marandu,6,201 | 9t | 2022,6.56,601.51,"4,713.25",,,Pulmão,,Pulmão,0,00:00:00,"44,887.00","-20.9371792, -53.0574456",201,Mateira,"44,887.00","1,704.79",0,POINT (-53.0574456 -20.9371792),-20.94,-53.06,,,,
156,159,201166B,6B,17,Marandu,6,201 | 9t | 2022,6.56,601.51,"5,169.37",,,Pulmão,,Pulmão,0,00:00:00,"44,887.00","-20.9336888, -53.0556709",201,Mateira,"44,887.00","1,704.79",0,POINT (-53.0556709 -20.9336888),-20.93,-53.06,,,,
157,160,201166C,6C,15.90,Marandu,6,201 | 9t | 2022,6.56,601.51,"4,834.88",,,Pulmão,,Pulmão,0,00:00:00,"44,887.00","-20.9337866, -53.0521149",201,Mateira,"44,887.00","1,704.79",0,POINT (-53.0521149 -20.9337866),-20.93,-53.05,,,,
158,161,201166D,6D,13.50,Marandu,6,201 | 9t | 2022,6.56,601.51,"4,105.09",,,Pulmão,,Pulmão,0,00:00:00,"44,887.00","-20.9376439, -53.0539783",201,Mateira,"44,887.00","1,704.79",0,POINT (-53.0539783 -20.9376439),-20.94,-53.05,,,,
159,162,20117701,701,5,Mombaça,7,201 | 20t | 2022,15.02,"2,303.51","4,961.28",,,,,,0,1969-12-31 21:00:45,30.61,"-20.9538734, -53.0750184",201,Mateira,22.00,"2,745.79",0,POINT (-53.0750184 -20.9538734),-20.95,-53.08,,,,,
160,163,20117702,702,9.90,Mombaça,7,201 | 20t | 2022,15.02,"1,943.30","8,683.56",8,"Lote 37, 36",Oferta,5,9,0,1969-12-31 21:00:45,10.15,"-20.9507373, -53.0741122",201,Mateira,7.00,"2,340.95","3,870.22",POINT (-53.0741122 -20.9507373),-20.95,-53.07,,,
161,164,20117703,703,9.70,Mombaça,7,201 | 20t | 2022,15.02,"1,923.66","8,447.26",8,"Lote 37, 36",Oferta,4,6,0,1969-12-31 21:00:45,17.54,"-20.950743, -53.0760173",201,Mateira,17.00,"2,283.12","3,613.24",POINT (-53.0760173 -20.950743),-20.95,-53.08,,,
162,165,20117704,704,10.30,Mombaça,7,201 | 20t | 2022,15.02,"2,405.20","10,555.00",8,"Lote 37, 36",Oferta,6,10,0,1969-12-31 21:00:45,6.32,"-20.9466135, -53.0763769",201,Mateira,5.00,"2,919.29","4,898.13",POINT (-53.0763769 -20.9466135),-20.95,-53.08,,,
